Tweet,Label
otelin doktoru var hastalandim doktoru aradilar resepsiyondan doktorun ilk sordugu soru Türkmü yabancimi diye sordu Türk oldugumu duyunca   arayin dedi Türkseniz bu otele gitmeyin standart oda güneş gormek balkonsuz karanlik bir oda,Negatif
İki kızları vardır .,Nötr
Roman bir dönem yasaklandı ve yazarı tutuklandı .,Nötr
Yol boyunca olayı öğrenen üç araç daha onlara katılır .,Nötr
"üründen çok memnunuz, hizli tesli̇mat orji̇nal ürün. herşey yolunda....",Pozitif
 Ben filmi hiç beğenmedim. Seyirciyi sıkan ve fazla abartılı oyunculuğun sergilendiği bir film olmuş. Bence kesinlikle zaman kaybı... ,Negatif
güzel....,Pozitif
 tavsıye etmem zamn kaybı ,Negatif
" bu filme laf yoktur... müthiş bişey ,cok güzel ... ",Pozitif
bu fitaya 50 tane kalem hemde faber castel süper valla .. benm gibi bol bol kalem tüketen ve seven biriyseniz kaçırmayın derim çünkü gerçkten ççok iiyii..;)),Pozitif
 olağanüstü ve etkileyici bir film ,Pozitif
 Berbat ve Gereksiz bir film bence.bi anne kızın hikayesini anlatmaktan çok itiş-kakış ön planda(?).çok seviyesiz bi film ve ders alınması gereken hiç birşey yok açıkçası.maggie gyllenhaalın performansını the dark night tada izlemiştim ve orda da hiç beğenmedim.rollerinin hakkını veremiyo bence.'çok pasif bir oyuncu!!!!!'oyuncu yüzü ve duruşu yok bi kere.bu filmde deseniz sex-cinsel ilişkiden başka hiç birşey yoktu.filmde hayatın gerçeklerine bi nebzede olsa yer verdikleri için de 1 puanı yeterli gördüm...izlemeye ve vakit kaybetmeye değmez!!! 1/10 ,Negatif
"the condition of the packaging made me worried first, but then after i remove the nylon everything was perfect.",Pozitif
rezalettek kelime ile rezalet servis temzilik sifir heryer çöplük pislik içinde personel işi birakip kaçiyor herşey dahil olduğu halde herdaim içecek istediğinizde damacanadan için deniyor resmen dalga geçiliyor turizim anlayişlari sifir müdüre su konusunda temizlik konusunda şikayet ediyorsunuz adam kadinlarla lak lak etmek bira içmekten başka anlayişi yok verdiği cevab damacanadan için diyor damacanayi da çeşmeden doldurduklarinia tüm müşterilerde şahit adaamin verdiği cevab daha seviyesiz neymiş damacana doldurulan çeşme suyu kaliteli ya soruyorum bunlari denetleyen olmuyormu,Negatif
ortadaki askısı cok dandik kıyafetleri asmak icin askıyı iple bağlamak zorunda kaldık ,Negatif
arkadaşlar beş  kademeliama sadece tek kademe çalışıyor.sadece yüksek kademede iş görüyor.,Negatif
Arazi bugün Ataköy semti sınırlarında bulunmaktadır .,Nötr
Basınç sabit olduğu zaman bize ısıyı verir .,Nötr
" Kadroya bakıp iyimser bir beklentiyle gittiğim bu filmden hiçde keyifli bir şekilde ayrılmadım. Dexterdan esinlenilmiş gibi geldi bana, dexterı seyredenlerin bu filmi seyrettiklerinde birebir aynı olan yerleri farkedeceklerdir. Bu filmdi tek iyi olan Uğur Yücel ve Kenan İmirzalıoğlunun başarılı oyunculukları, nejat işler filmde yok denecek az zaten toplasanız 4 dk. bile oynamamış. 10/6 ",Negatif
"oğlumun toplarını şişirmek için aldım, gayet güzel iş görüyor, pompanın kolunu hem iterken hem çekerken hava basıyor, malzeme kalitesi iyi, top şişirmek için gayet başarılı, bedava kargo fırsatıyla kaçırılmayacak ürün.",Pozitif
diğer markalarda i5 işlemcili pc ler bu fiyatta.,Pozitif
3- yerli̇ marka sevi̇s aği,Pozitif
kalite falan yok ama güzel urun sonuçta su ısıtıyor yeterli,Negatif
Litvanya Konseyi seçildi .,Nötr
@erhanmiraniskol sen vodafone gibi anı yaşarken ben turkcell gibi seni her yerde çekemem erhhhhaannnn ! ????????????,Nötr
Thebai zamanla ekonomik ve askeri açıdan güçlendi .,Nötr
 Çok boş bir film. 2.cd den izleseydim sanırım hiç bir şey kaçırmış olmazdım. Kesinlikle bir gerilim filmi değil. ,Negatif
Buna döndürme denir .,Nötr
güzel ürün güzel alışveriş teşekkürler,Pozitif
 bir filimde robin williams oynayacak ve iyi olmayacak bu hiçbir zaman olmadı bu film bi şahaser diyebilirim ve muhtemelen oynadığı tüm filimler böyle olmalı eski bir film ama kesinlikle izlenmeli ,Pozitif
Kayan nokta işlemleri üzerindeki başarısı nedeniyle bilimsel araştırmalarda tercih ediliyordu .,Nötr
Mimar Sinan Güzel Sanatlar Üniversitesi Sosyoloji Bölümün de Türkiye İktisat Tarihi derslerine girmektedir .,Nötr
"almış olduğum ürün 24 saate teslim edildi, krulumu yapıldı. gayet güzel bir ürün.",Pozitif
Küçük Zap Suyunun geçtiği alanlar önemli petrol üretim bölgeleridir .,Nötr
" Bu filmi dışarıdan birisi izlese aslında türk askerlerinin aciz, güçsüz ve silah tutmasını bile bilmeyen bir ordudan ibaret oduğunu sanacak. bu filmde türkler değil teröristler kahraman olarak lanse edilmiş. izlerken bu ne yaa dedim. Dağın eteklerinde türk askeri ile karşılaşmaktan korkan ve korkudan tirtir titreyen teröristleri almışlar bu filmde kahraman yapmışlar. Türk askerlerinide çaylak gibi göstermişler. o yüzden bu filme puanım 0. çünkü türk askeri bu değil. türk askerinin başındaki komutanda askere senin cesedini kime yolluyalım diye bir konuşma yapmaz. yaptıysa zaten baştan herşeyi kaybetmiştir o ordu ve o millet. ",Negatif
Turkcell farkı :),Pozitif
"Türkiye’ye güvendik büyüme rekoru kırdık 2016’da yatırımda planlananın da üstüne çıkan Turkcell, yılın son çeyreği…",Pozitif
"4 yıldır kullandığım bir ürün. İlk aldığınızda çok güzel fakat dış boyası soyuluyor temizlerken. Hassas davransanız da dış görüntü sürekli kötüye gidiyor. Su ısıttıktan hemen sonra tekrar ısıtmaya ihtiyacınız varsa kapağı çıkarırken kesinlikle eliniz yanıyor. Ve en büyük sıkıntılarından biri neredeyse son 1 yıldır su akıtıyor, hem de öyle böyle değil. Sigorta attıracak kadar akıtıyor. Tasarıma kanıp almayın, görseli harika ama kullanışlı değil.",Negatif
Nüfusun tamamı Müslümandır .,Nötr
bısıklet cok guzel sıparıs verdım hemen urun bana ulastı yanlız kurulum kıtapcıgında hıçbirsey anlaşılmıyor daha detajlı ve renklı baskılı bır resım konulabılırdi.,Pozitif
arkadaşlar lastiği kış lastiği diye aldım fakat yolda biraz yağmur sepintisi olsa araba durmuyor sağ sola kayma eğiliminde. bu lastikten uzak durun. ben de yorumları okuyup türk malı diye aldım. keşke almasaydım diyorum. hatta bugün zaman bulabilirsem bunları söktürüp farklı bir markanın lastiğini alacağım. olan bizim paraya oldu.,Negatif
"fiyatına ve yorumlara bakarak aldım.bu kadar insan beğenmişse bende problem var demek ki, çünkü hiç güzel bir kokusu yok. ",Negatif
telefon hem donanım hem tasarım hem kamera her konuda çok üst düzey bi telefon. gidip 3 bin verip alacağınza yarı fiyatına bu telefonu alın onlardan eksik kalır yanı yok.,Pozitif
bana fazlaca tekrar yapmış gibi geldi. açıkcası ben çok fazla beğenmedim. bazı ifadeleri güzel olsa da genel itibari ile diğer gelişim kitaplarından daha iyi değil,Negatif
" Cem Yılmaz ilk zamanlarındaki popülerliğini, komikliğini benim gözümde malesef ki kaybetti. İlk gösterisine gittiğimde çok gülmüştüm ancak ilerleyen zamanlardaki esprilerini de takip ettikçe.. Nasıl desem, ana konu aynı, maksat güldürmek ama illa ki güldürmek.. Hep aynı şeyler üzerinde tekerrür etmek.. Gorayı fazlaca küfür olmasından ve de lanse edilen performansı gösterememesinden dolayı beğenmemiştim. Malesf ki Arog da aynı çizgide olacağı için pek hoşuma gideceğini sanmıyorum. Senaristliğini yaptığı Herşey Çok Güzel Olacak ve Hokkabaz filmleri Gora ve Arogtan kesinlikle daha iyi. ",Negatif
Bitkiler üzerinde veya su yüzeyinde gezerek avlanır .,Nötr
Sarı çiçekler üretir .,Nötr
İmkanları kötüydü bu yüzden. Kuyruğa giriyorduk bu yüzden.  ,Pozitif
malzeme kalitesi çok kötü. ofiste bile iş görebilecek bir ürün değil. tavsiye etmiyorum.,Negatif
@Tamindir 3g turkiyede kotu paket internet 3g hiz dusuk yapiyor turkcell :(,Negatif
"çok i̇lgili bir satıcı, kesinlikle tavsiye ederim.",Pozitif
 hic hos bir film degil. ,Negatif
Ortamda konuşurken ek gelir şu işimi yapsam diyorum sen onu yapaman bunumu yapsam sen onu yapaman orospu çocuğu sen neden moralimi bozuyosun,Negatif
tşk. ler iki ürünüm vaktinde elime geçti üçüncü ürünü henüz alamadım,Pozitif
 İĞRENÇ ÖTESİ.Paranıza yazık bence gitmeyin derim.Ben bin pişman oldum.Hayatımda izlediğim en saçma filmdi.:( ,Negatif
Bakteriyel pnömoni oluşur .,Nötr
araçda hiçbir değişilkik gözlenmedi işe yaramadı,Negatif
Brezilya pasaportu verildiği tarihten itibaren beş yıl süreyle geçerlidir .,Nötr
Senin Allah versin belani bee,Negatif
turkcell her hafta sonu caddebostanda patliyorsun bugun de chillout ta. İnternet berbatti !,Negatif
Profesör unvanıyla ardından Konya Üniversitesi Sosyal ve Beşeri Bilimler Fakültesi Sosyoloji bölümüne atandı .,Nötr
" Çok berbat bir film olmuş peki neden; -Filmin başındaki parşömen kağıdı ve anlatım sıkıcı boyutta uzun ve filmin ilerleyen dakikalarıyla o parşömen kağıdının hiç ilgisi yok esamesi okunmuyor. -Film çok karanlık sanki evde gece lambasıyla geziyorlar gibi.Madem bir olayı anlatacaksın ve bu olaylar dizesi evde 5 kişi üzerinde geçecek en basiti neden evin konumunu gündüz gözüyle izleyicinin kafasına oturtmazsın.Filmin ormanın içinde bir villa olduğunu bitimine yakın öğreniyoruz. -Efektler çok saçma ve gereksiz yerlerde kullanılmış.Resmen ziyan edilmiş.Duvarda bir suret beliriyor ama o sureti kahramanlardan kimse görmüyor ve suretin filmin ilerleyen dakikalarında hiçbir işlevi yok.Orada unutuluyor sırf yapılmak için yapılmış bir efekt bence yazık..Jan de bontun haunting filmindeki gibi bir efekt sahnesiydi.Fark onun filminde hiçbir efekt boşa gitmemişti.. -Ounculuklar,senaryo çok kötü gerçekten bitsede gitsek tadnda bir filmdi.Herkezin ses şiddetinden burnu kanarken çocuk kan kusuyor ve sonra kalkıp hiçbirşey olmamış, sanki kan kusan o değilmiş gibi 200 beygir ciğerle etrafta koşturuyor.Bana terminatörden bir sahne gibi geldi:S -Etrafta boş boş siyah dumanlar koşturup duruyor.Yani kuzu gibi 5 kişi bekliyor dumanda sanki filmi ileri geri sarıyormuşsun gibi bir geliyor bir gidiyor.Gelince çığlıklar patlıyor gidince birden evin reisi adama odalara gidip birşeyler getirme şevki geliyor.Ya gerçekten hasan karacadağdan bu kadar kötü bir senaryo beklemezdimki elinde gözüken güzel efektler yapabilen bir kadro ve maddi güç var.Konu desen 10 numara.EE hasan bey o zamn sadece yapman gereken tutarlı,akıcı,daha açıklayıcı bir senaryo yazmak.Ben hasan karacadağdan semumdan sonra daha umutluydum.Semum filminin son bölümleri her ne kadar play station 2 oyunlarının efektleri gibi olsada canavar gibi bir senaryosu vardı.He birde jenerik kısmınada değinmeden edemicem.Oyuncuların isimleri tek tek sıkıcı bir şekilde izleyiciyi esir ediyor.Sen parşömen kağıdıyla sıkıcı bir uzunluktaki girişten sonra direk ekrana dabbe2 die girseydin oyuncu isimlerini ya filmin sonuna yada film sahneleri ilerlerken köşelerde verseydin olmazmıydı.Başta aşağı rezaletti.Çöpe gitmiş başarılı efektler, karanlık sahne,berbat senaryosuyla bana göre asla gidilmeye değer bir film değil..10 üzerinden 4 bu 4 notumda hasan karacadağa değil efektörlere... ",Negatif
güzel bir çay makinesi çayı devamlı sıcak tutuyor,Pozitif
Kentin kuzeyinde mimari elemanları görülebilen bir tapınak kalıntısı vardır .,Nötr
Futbolculuğu döneminde Porto ve Benfica gibi önemli takımlarda oynadı .,Nötr
Ancak kentte Selçuklu idaresinin kurulmuş olduğuna dair bir belirti yoktur .,Nötr
 Serinin en zevksiz ve başarısız filmi. David Yates bu serinin son filmlerine hiç yakışmayan bir yönetmen. Cuaron ve Mike Newell en iyi iş çıkaran yönetmenleri oldular bu serinin. Türkçe dublajlarda filmi daha bir keyifsiz yaptı. Sanki çizgi film izler gibi izledim... ,Negatif
 salakça bir filim. ayrıca o kadar parayı da bu filimin neresine harcamışlar anlamıyorum. herhalde oyuncuların orasını burasını göstermesi için bu kadar para dökülöüş. ama şunu söylemedende yapamıyorum. komedi filmi olarak muhteşem bir filim. ,Negatif
dün sipariş verdim bugun elime ulaştı hızlı kargo için hepsiburadaya tşk.ler cok kıyak bi ürün titreşimide olması cabası seste gayet net   boğuk geliyor diyen arkadaşlar  kutu üzerinde  mono olduğu belirtilmiş tiz bi ses almak  mümkün deil ayrıca tiz  ses alsanız bıle  acaba nekadar duymaya katlanırsınız ? tavsiyemdir pişman olmazsınız...,Pozitif
Tarihsel olarak ölümünün aynı yıl doğal olmadığını gösteren hiçbir şey yoktur .,Nötr
tek kelimeyle bayıldım...kısa sürede elime ulaştı tşkler....,Pozitif
çok akıcı bir kitap.. satıcıya teşekkürler..,Pozitif
Osmanlı döneminde ise bir Müslüman köyü olarak kaydedilmiştir .,Nötr
Belçika sayısal üstün ve daha iyi hazırlanmış olan Almanlar tarafından yenilgiye uğradı .,Nötr
Müze Şikago Sanat Enstitüsü Okulu ile de direkt ilişki içerisindedir .,Nötr
"tvyi 6 aydır kullanıyorum. forum sitelerine girip bakarsanız ne tv alabilirsiniz nede aldığınız tvden zevk alabilirsiniz. onlara kalsa yok ışık sızması,yok bulutlanma,yok ölü piksel. i̇nanın kafanızı bunlara takmayın. tv kurulumu yapıldıktan sonra ölü piksel testi yaptım. bir tane çıktı. forumları dinlesen hemen geri göndermen lazım. servis panel saatine baktı. sıfırdı. benim için de en önemli kriterlerden biri buydu. görüntü olarak 4k yı anlatmama zaten gerek yok,mükemmel ötesi. hd kanallar harika. sd kanallar ise hiç fena değil. 3d çok başarılı. usb takmak için yapılan aparat,kumanda 10 numara. i̇nternet tarayıcısı şu an piyasanın en iyisi. bir de kablosuz mouse ve klavye alırsanız 55"" bilgisayarınız oluyor. wi-fi çok başarılı. güncellemeler kolay kuruluyor. i̇çindeki yüklü programdan net aracılığıyla 4k videolar var. i̇zlemeye doyamayacaksınız. i̇zleme mesafem 3,5 metre. önce büyük geldi tv ama sonra iyi ki 55"" almışım dedim. usbden 4k,1080p,720p her türlü formatı oynatıyor. dts desteği var. daha ne olsun. başta da dediğim gibi bu fiyat aralığında tv arıyorsanız forumları boşverin ve bu tvyi sipariş edin. ",Pozitif
perceive: çzel günler,Pozitif
Birkaç yıl sonra serbest bırakıldı .,Nötr
" Çocuklar her sinemaya gittiklerinde hayatları boyunca seyrettikleri en iyi film olduğunu söylerler, bu filme 'iyi' diyen arkadaşların içindeki çocuk ruhu ölmemiş demekki. ",Negatif
büyük araştırmalarım sonunda en ucuz ürünü hb farkıyla satın aldım. 24 saat içinde süper hızlı gönderim olması ayrı bir güzellik.,Pozitif
ben aldım ve çok kaliteli su geçirmiyor rahat ve kullanışlı,Pozitif
aldığıma bin pişman oldum hiç abartma yok özel bölgeler  için almıştım almıyor şöyle alır böyle alır değil basbaya almıyor ne yaparsan yap almıyor sonuçta para verdik ama almıyor biraz alıyor desem yok....,Negatif
" Senaryonun basit olduğu yorumlarına kesinlikle katılıyorum. Filmin adı ve ilk 10 dakikadan sonra merak edicek hiç bişey kalmıyor geriye. Düm düz ilerleyen bir film, zaman ayırmanıza değmez. Saygılarımla... ",Negatif
Azerbaycan Cumhuriyeti’nin petrol politikasının jeopolitik yönleriyle ilgili birçok araştırması bulunmaktadır .,Nötr
 çok saçma sapan bir film. ortada ne konu var ne kurgu var bu ekip gereksiz yere birbirine benzer film yapıp duruyor. aldığı puan çok yüksekfilm süresi anlamsız yere bu kadar uzun olduğundan çok sıkılıyorsunuz komikte deüilizlemeyin derim daha eğlenceli bir arkadaşınızla konuşun bu sire kadar daha çok eğlenirsiniz.10/1 ,Negatif
Bunlardan bazıları şunlardır;,Nötr
yanlar yapışmıyor,Negatif
Spiral modeline nazaran daha ağır ve hızlı olarak tasarlanmıştır .,Nötr
markaya güvenip aldım. kaliteli mal kaliteli maldir. ev içinde her türlü delme işini yap. tavsiye ederim. ,Pozitif
bir önceki kullandığım mousepad küçük olduğu için sürekli elime göre kaydırmam gerekiyordu.bunda öyle bişeye ihtiyaç duymuyorum . baya büyük fazlasıyla yetiyor.mouse'uda yeni aldığım için altındaki plastikler çizilmeden bunda kullanıyorum çok güzel kayıyor,Pozitif
Ertesi gün sadrazamlığa Ayas Mehmed Paşa getirildi .,Nötr
çok kaliteli bir ürün.,Pozitif
Kültür ve turizm eski bakanı .,Nötr
marketlerden daha uygun fiyata bedava nivea marka ıslak mendili var ve ustelik ayagina geliyor daha ne bekliyorsun :-) ,Pozitif
"dalgalı, kalın telli ve kabarık saclarım var güzel düzleştirdi. ayar düzmesi sert değil dokununca değişiyor henüz dalgalı fön yapmadım zamanla olur sanırım ama düzleştirme kalitesi güzel bir de yorumlarda belirtilen hususlar doğru, gönderi de hızlı yorumlara güvenerek almıştım. ",Pozitif
